country_cd,timezone,robotid
CN,Asia/Shanghai,J7IQO4LV5FKAKPW3
IL,Asia/Jerusalem,OS77RPADJLPYKOEX
IL,Asia/Jerusalem,5CDE5F9ZOVWIB8L1
IL,Asia/Jerusalem,Q9WAT37LUOJ4PAX5
NO,Europe/Oslo,YOZYRTAH4TJF4GK0
IL,Asia/Jerusalem,F00KBRJCL94AEP1O
IL,Asia/Jerusalem,X7QPK5DUF4QLRABM
IL,Asia/Jerusalem,HP83KVWAZZSFH5SY
IL,Asia/Jerusalem,EQWA5N6STPUTC0HT
BE,Europe/Brussels,IYJ5HMXNXWF5KV7S
DK,Europe/Copenhagen,U3H3MX8241EG38DP
IL,Asia/Jerusalem,1SYNUF9DDB4NWPFT
SK,Europe/Bratislava,5MHT84H9OWDZJ2II
IL,Asia/Jerusalem,211JJH5QJL0J01Q2
IL,Asia/Jerusalem,4DKEUGMFUGWZ32UP
RU,Europe/Moscow,SREVYF9DQ66ZIAE5
IL,Asia/Jerusalem,WQXSF3ZL19CRJZCN
IL,Asia/Jerusalem,D9FIZBBFB6UR9BBD
IL,Asia/Jerusalem,FEQEPBBVH26H9O73
DK,Europe/Copenhagen,BNBRX6PM7I2AXAIY
IL,Asia/Jerusalem,JHWUIVDFUUC4KMW7
IL,Asia/Jerusalem,GM3HJK1TAWWSSXKD
CN,Asia/Shanghai,EIV47QPXOZJIWPCQ
IL,Asia/Jerusalem,2LOLTV80R0F91CMT
IL,Asia/Jerusalem,Q5MCADKEB3NYUDQH
FR,Europe/Paris,DG29I194L1JI1387
IL,Asia/Jerusalem,WD94GZYMJ30UJFGK
IL,Asia/Jerusalem,3Q8U4T8DXJ75BXY6
CA,America/Edmonton,8I3L2COIYZ2J240P
IL,Asia/Jerusalem,W3D37W1E2AUJMTGS
SE,Europe/Stockholm,6F3P2HD6G16TRNPQ
IL,Asia/Jerusalem,RW7YLTWD2SAPPXV0
CH,Europe/Zurich,BD5EQMECJ9NX46OX
DK,Europe/Copenhagen,YFAEIHL856LWZ47J
IL,Asia/Jerusalem,ZMPZOH178QI5QA8H
IL,Asia/Jerusalem,AX4SK6D5OXVDG4P4
TW,Asia/Taipei,HUS9011MZWRULESN
IL,Asia/Jerusalem,AK8FFYXHW6C6HEG8
CN,Asia/Shanghai,ASA04BFCD9CPXM48
IL,Asia/Jerusalem,MK7G4FM9RZVWYRQJ
IL,Asia/Jerusalem,6I34QQTX8XJKLJFG
CN,Asia/Shanghai,XEN1MOK51T1C7ERN
CH,Europe/Zurich,GTHQKJIZA07XQTOL
IL,Asia/Jerusalem,RBKKIVP4DXZ2K00N
CZ,Europe/Prague,GETZ1KPB0F0U5L9A
DK,Europe/Copenhagen,R3AAV0MF9UGT67J4
IL,Asia/Jerusalem,B7F67ME1G3QD05PF
IL,Asia/Jerusalem,CGI5OQGCLF6A37MC
IL,Asia/Jerusalem,3CKCCX4I9J85HMQV
DE,Europe/Berlin,H7X1GD8YRLEA1WUO
IL,Asia/Jerusalem,M8DIO18HQ3NBYB0J
IL,Asia/Jerusalem,XIY8QLPQB3MTYVGT
ES,Europe/Madrid,BPFH0TJR4MP5OKXG
ES,Europe/Madrid,YTTZ4H5H1MXV4YOF
IL,Asia/Jerusalem,OLDMJJEANZL7EMAY
GB,Europe/London,4P5BQVTOLZP6MU53
CN,Asia/Shanghai,S4MPL47B8W84FCPX
IL,Asia/Jerusalem,UJIBP3YHZVC0HL09
NO,Europe/Oslo,OYOM4FDJYN7WRZIE
IL,Asia/Jerusalem,MM8BT92ML0QJS3D5
JP,Asia/Tokyo,Z5VCRVSV581GLKXX
IL,Asia/Jerusalem,OGRQ4SO4QKVTG4Q1
DE,Europe/Berlin,IU3M49TNO1GHAA1S
IL,Asia/Jerusalem,CVDRQMNJ5MND43SQ
IL,Asia/Jerusalem,HJXY6J2U2U1ZHK6J
IL,Asia/Jerusalem,1HMORMEUSTIXY1VX
IL,Asia/Jerusalem,26PVMLEJSBFFF7MO
PL,Europe/Warsaw,L04EMGTQDS7JEW6V
CA,America/Toronto,BRCAJ52I7GDKSDII
IL,Asia/Jerusalem,1NQ9SA65M6025K2U
JP,Asia/Tokyo,FYZ9CKY20DG8ZIVE
IL,Asia/Jerusalem,X7VDKCORGH1C4FB6
IL,Asia/Jerusalem,UQUUN7JK2HS0MZ09
BE,Europe/Brussels,NQ1LR8A5J9H8JL6L
CN,Asia/Shanghai,Z004MYTH4BDJB44E
IL,Asia/Jerusalem,DISCEDZX89S18O8S
IL,Asia/Jerusalem,SVAKZEEUO5SC2QDR
DE,Europe/Berlin,CBD56072FL209Y4O
IL,Asia/Jerusalem,Q5UHK75COQQ76T1H
IL,Asia/Jerusalem,X1HE64U4X8WZ2BXI
JP,Asia/Tokyo,GUWKKIZM6JHLI3OC
IL,Asia/Jerusalem,W89OLO4HET938O19
IL,Asia/Jerusalem,O1BBM2FGH7E324YN
IL,Asia/Jerusalem,1G2AGM9UBUJ5CHE4
IL,Asia/Jerusalem,EPOEEMUQXJE1HXRW
GB,Europe/London,E7UIRXYBLRV4PGEZ
BR,Asia/Jerusalem,0NGEBBAV6GM6JD0A
IL,Asia/Jerusalem,A2RGFQ58HG61JXA2
IL,Asia/Jerusalem,0WIPTF9TMOC9D2XF
IL,Asia/Jerusalem,F8GT79BO1D96UXVP
BR,Asia/Jerusalem,LSORJQ54MIF83KFK
CN,Asia/Shanghai,EFRM1I0WZDECP9UV
AT,Europe/Vienna,7VMS52FPV1DGFWPE
IL,Asia/Jerusalem,66MLCEGPQJ527RPB
DE,Europe/Berlin,NJ25T8L5GD9TPUIN
IL,Asia/Jerusalem,0YGJDKPEDUBMEEC1
IL,Asia/Jerusalem,WUDOCNUFW4HK93HC
DE,Europe/Berlin,6AOL1P8Z7F1D7EWQ
AR,America/Argentina/Buenos_Aires,XC58SSKZB46YR5QQ
IL,Asia/Jerusalem,HEU8NS13ODBD41UA
US,America/Phoenix,74TNZVL2FM65ICEF
IL,Asia/Jerusalem,1QRI295RS5CWHHMR
IL,Asia/Jerusalem,BYHWMM3GP4K34XCK
US,America/Phoenix,5BUYB59ST4K861CH
CN,Asia/Shanghai,SXMCUVCLEDEFBEZ5
JP,Asia/Tokyo,VXYCHT3RQZ0NLL77
IL,Asia/Jerusalem,SMWFAS4AOWL55OFD
IL,Asia/Jerusalem,DH0T4AK8MEFEIYZF
IL,Asia/Jerusalem,7NGLLVLLP20T0U66
JP,Asia/Tokyo,BI23RPKHP0JWIVU9
NL,Europe/Amsterdam,RN3BNIHWJ8QNKUEX
AT,Europe/Vienna,7IMBTCS2ILEKR9AQ
CZ,Europe/Prague,VFMF5BFYMLSD6G2D
CN,Asia/Shanghai,3481E9Q8348CCSM0
IL,Asia/Jerusalem,9KU3B02IT03AVFDA
IL,Asia/Jerusalem,HCNU18JANIFHAV3M
CN,Asia/Shanghai,UL4K515P21H6CKF1
IL,Asia/Jerusalem,IJQA20Z73JAZ8282
BE,Europe/Brussels,V8ML8BYCC5925NCU
AT,Europe/Vienna,8GG3V37Q823TI4SE
IL,Asia/Jerusalem,560TJTSMUZK6QO5Q
IL,Asia/Jerusalem,R4B57BCV1N2KEWBM
IL,Asia/Jerusalem,Z98SXFBN9L6TOCZ0
IT,Europe/Rome,G4JVRUZLAI7RTCMZ
IL,Asia/Jerusalem,QWS400O09J8GTNU9
IL,Asia/Jerusalem,7DT6U9SXS3QV2C7M
IL,Asia/Jerusalem,QCSTUWW3UYH60T5P
IL,Asia/Jerusalem,K9IP87Q4CU5PU6PB
BE,Europe/Brussels,UWV6PPD622AAATVA
IL,Asia/Jerusalem,R9YEGNIX4YHJ4LXD
IL,Asia/Jerusalem,5V8ML3DV3J3HKVNQ
CA,America/Toronto,BNP527GUCY45J86M
US,America/Phoenix,JB4BTTHI69WF4BGU
IL,Asia/Jerusalem,SF0ONSMV7SEMS5GW
IL,Asia/Jerusalem,SH4TJRCPW8P7NYSU
IL,Asia/Jerusalem,NBZC11VDC8HIL7IN
IL,Asia/Jerusalem,27PI74NIYBOVZLNR
IL,Asia/Jerusalem,AMCGM1WDL221FFOA
DE,Europe/Berlin,XUHT6DECILHXJ3OD
DK,Europe/Copenhagen,B5RFLS92VF5176R4
IL,Asia/Jerusalem,Q61C7YOU3BJ1A0WS
IL,Asia/Jerusalem,FCTYJR47JZR35B16
BR,Asia/Jerusalem,EDM05KXMMSIFWX3O
JP,Asia/Tokyo,LC2BO7R3ZET0KUJD
CN,Asia/Shanghai,ZEK8Y7731RFABV6V
AT,Europe/Vienna,SYZ1J8KOV5DAMQCW
IL,Asia/Jerusalem,C4IQNCKK01EBLUOT
AT,Europe/Vienna,ZKBHQ8LIPY7S25WW
IL,Asia/Jerusalem,CAXIEL5ME0D9W25Y
DE,Europe/Berlin,2DZNLI52OUGXNW0B
IL,Asia/Jerusalem,VOTMEIMXBDLB9UFD
FR,Europe/Paris,QNDESMNEDQ7EP1ZT
IL,Asia/Jerusalem,1389W7IL1CQOJF4J
IL,Asia/Jerusalem,ANG5W6F2C9M6223Q
NO,Europe/Oslo,QK105FL2ZW9I3AQH
IL,Asia/Jerusalem,VBTE48EP288K3WZF
IL,Asia/Jerusalem,EBOQPXH82Q7V0E4M
IL,Asia/Jerusalem,026Y01KH995SPR37
FR,Europe/Paris,YMECUIJ5EEJ4NDHS
FR,Europe/Paris,ECBNC4NR3S8V0GE9
IL,Asia/Jerusalem,7CNE7JU49VET3Z6V
IL,Asia/Jerusalem,EO7NOPLMETPI0ZEJ
IL,Asia/Jerusalem,Y6YG80P276JC2J17
IL,Asia/Jerusalem,2L18G3A45QEJUJNB
IL,Asia/Jerusalem,IN3FGZ0BO5AEZDI9
IL,Asia/Jerusalem,SD1YXJOJQW9U67NO
IL,Asia/Jerusalem,8ZIYCNTFO6ZHV9XS
BR,Asia/Jerusalem,F8XFG2IUEGHUG78Y
IL,Asia/Jerusalem,UCPSFJRWHDEV4ZXE
IL,Asia/Jerusalem,0PXOMS34MTRJUE7R
IL,Asia/Jerusalem,60D3YYPCZQJNVXH3
JP,Asia/Tokyo,JBP5DV7CLUAVUHT4
IL,Asia/Jerusalem,XLW4DX90Z36PGGMF
IL,Asia/Jerusalem,6IW01Q6G1VU1IGXJ
IL,Asia/Jerusalem,7VMISO11WHDQ7JP5
IL,Asia/Jerusalem,DKR54J1TWSWCFCHN
FR,Europe/Paris,POL88KWIPEXNU5YP
IL,Asia/Jerusalem,CND8UJ3TLXHSNJ7W
IL,Asia/Jerusalem,9JBHFST2H4HX6C6P
CN,Asia/Shanghai,C444E9FI28XM03U7
IL,Asia/Jerusalem,X2XRFLE5N7WJYDYX
CN,Asia/Shanghai,M59SV3KDN8LMS764
IL,Asia/Jerusalem,Y0XPSIID1KX6YAV7
IL,Asia/Jerusalem,P4NY9DT9JEKX3BG4
IL,Asia/Jerusalem,J0IMA7ULSAWHRGTD
IL,Asia/Jerusalem,QJALRR4FUQFWX78L
IL,Asia/Jerusalem,HVHUAAGF7JP9JTXT
IL,Asia/Jerusalem,Q3WPCVWCEC8S8QRT
CN,Asia/Shanghai,UFNO48X6AETRA3S6
IL,Asia/Jerusalem,M0XJZ11TGJ0IJ5J7
IL,Asia/Jerusalem,XL97MMTR105ZGXVZ
IL,Asia/Jerusalem,CEZKVUUXJ709QDQ9
IL,Asia/Jerusalem,6QCQ7M63T1XORZKE
IL,Asia/Jerusalem,1GZ2M876QF4Z9CI7
IL,Asia/Jerusalem,WOL0QTQ12UJ33FUY
DE,Europe/Berlin,CBM5H8B6FHTYCBDK
IL,Asia/Jerusalem,ZEQD84A68SVQNHE9
DE,Europe/Berlin,OE64X89YZBR1CODF
IL,Asia/Jerusalem,A85QJFLYIOUMISBA
IL,Asia/Jerusalem,LV6CY91C0XKS3PXA
CA,America/Toronto,1FOB455CYC51VLCT
IL,Asia/Jerusalem,Y9ZKJOZISKTES0O4
ES,Europe/Madrid,4R8WBGS3VGSGR1YA
CN,Asia/Shanghai,6KQNZ88607Y8GE4M
CA,America/Toronto,TRXJHW8NHVON36RD
IL,Asia/Jerusalem,WI620ZN21AK1EEMC
IL,Asia/Jerusalem,X9USZ7CPHOQRVDKN
AT,Europe/Vienna,8PHOMKSEG4TX2HB9
IL,Asia/Jerusalem,5U2E7A69W1PNTES5
FR,Europe/Paris,SDP8YAZ7EISSJRY4
IL,Asia/Jerusalem,NX0U7N3RRZ9Q66PJ
US,America/Boise,DUMF2DRPIKCA3LC0
CA,America/Edmonton,JBT583CGGS029IF8
IL,Asia/Jerusalem,6SXU4JL97PI5QKAH
TW,Asia/Taipei,NEDYUR0SF4F7Y60K
IL,Asia/Jerusalem,663FJUHI8Q5S65G5
AT,Europe/Vienna,PCIE2JA06LGRSUOH
IL,Asia/Jerusalem,RR2ZCQDIFQT6MBY5
IL,Asia/Jerusalem,1ZN63F1O00FLYB4Y
IL,Asia/Jerusalem,AYUPA12I242YYF49
CN,Asia/Shanghai,0KDR3GYQBCRLD920
DE,Europe/Berlin,L57HEQIJD1FIOTP3
HK,Asia/Hong_Kong,PNM6WFP32DMF50UX
CN,Asia/Shanghai,V3QA9HVOKQAQ7PDE
FR,Europe/Paris,UZP7TPHZT2QXH980
IL,Asia/Jerusalem,PWCH7GNDQBO5W80B
CN,Asia/Shanghai,99QYDQOV67F4WBNA
IL,Asia/Jerusalem,027JGT19OXFHJFH7
IL,Asia/Jerusalem,5XH3OGACSPTVW9GF
IL,Asia/Jerusalem,CGXXMMMJKE937O5R
IL,Asia/Jerusalem,Y1XDTSPOAC88KA6S
BE,Europe/Brussels,1LFMS2ETM4WHKXBB
IL,Asia/Jerusalem,IOHRWJS3PZN4IMWX
IL,Asia/Jerusalem,U5F0XR1AJ6SUY08S
IL,Asia/Jerusalem,ANVWEFFKHDU1CTG6
IT,Europe/Rome,YV71H106V8TCKJYU
IL,Asia/Jerusalem,LANAU26IX5BAYL8E
NO,Europe/Oslo,2X91B7GFQUMSCGMB
JP,Asia/Tokyo,9Z1MOIUZCNYK17U6
IL,Asia/Jerusalem,23BMBLOA9S5WRTQ5
CN,Asia/Shanghai,1GMUQFSJNO4HCDW9
CN,Asia/Shanghai,Y7PUXY1XBD711YBG
DE,Europe/Berlin,9VZGKWLTRL2Q4QDH
IL,Asia/Jerusalem,J9EGFSLQESJGV02G
IL,Asia/Jerusalem,5O24UQALDI0YAEVV
IL,Asia/Jerusalem,DOJ3QCD4V24V6267
CA,America/Vancouver,D16KY4BS33YVWGKH
IL,Asia/Jerusalem,ZC68J3QY1E8OO0QQ
IL,Asia/Jerusalem,UKUM8UOJ2L4AE94O
IL,Asia/Jerusalem,25JTNUUEA4FMLPSJ
TW,Asia/Taipei,5IP6CF4UI6H6J42Y
IL,Asia/Jerusalem,LPTDE604P8N260PN
IL,Asia/Jerusalem,H3H7XUITS4D5ABPI
IL,Asia/Jerusalem,MMJJ53DO6I1A83J8
PL,Europe/Warsaw,B6XGCT9BRF0NMATM
IL,Asia/Jerusalem,FUSLAJDFHS8M03LK
IN,Asia/Kolkata,9MLB2VAJAMG0XYDX
PL,Europe/Warsaw,14JJ1LMSRRKGDFL5
IL,Asia/Jerusalem,36FZO19EM36LYAEF
IL,Asia/Jerusalem,UYDTY5YE5QOGBKFI
IL,Asia/Jerusalem,V6FLA5JCJ3SD1CJ9
IL,Asia/Jerusalem,R4FUJA3WJ46CC2QU
IL,Asia/Jerusalem,N1VWEHBL5OR76W3O
FR,Europe/Paris,JJC6JMZHJVS5DZ7E
IL,Asia/Jerusalem,6YAT0C1YEMG6O7YG
AT,Europe/Vienna,4AAVIZSBL9YMBRO0
IL,Asia/Jerusalem,JXK7V7E6AJVZXCIO
IL,Asia/Jerusalem,CMYC42PX9E3EJAK2
IL,Asia/Jerusalem,R2D8F5M0QC5USPXC
IL,Asia/Jerusalem,XWOW6EC9J67U66IR
IL,Asia/Jerusalem,985LRD2CBWFC03LH
PL,Europe/Warsaw,BTK9SLW5SBHSHMXK
AT,Europe/Vienna,IN9FYW5572Y7J7GI
IL,Asia/Jerusalem,9YXW2Y9U7I8SURFC
IL,Asia/Jerusalem,GHMDNW1OIXWJIBIU
IL,Asia/Jerusalem,XCNF3EDELOEQXIYN
CN,Asia/Shanghai,F92FPMCHELX3RXNU
IL,Asia/Jerusalem,09VSFMLA0L87YF5E
DE,Europe/Berlin,KB560BANPR2RNSZB
IL,Asia/Jerusalem,1110RSTX0IZ93NA3
BE,Europe/Brussels,BLFBPSWCTRXJOLC4
JP,Asia/Tokyo,DKMNABDAY5ZZ12FX
RU,Europe/Vienna,VTVLOLR6XC18U377
BR,Asia/Jerusalem,ZZ6UI6ZTJ09NSKY5
PL,Europe/Warsaw,JO2YA0CBAOX2XOSI
RU,Europe/Moscow,WNI1NE8MTSZX7EDZ
IL,Asia/Jerusalem,E15ABEW9BQ241NOM
AU,Australia/Sydney,IZIPH1K23HEA2M1M
IL,Asia/Jerusalem,2UFO2Q6YRPY3ZZDR
CN,Asia/Shanghai,TLRCAKOWPK0TRQA1
NO,Europe/Oslo,6EFQA25C27EDUYB0
IL,Asia/Jerusalem,156I32V7VJN6UFYO
IL,Asia/Jerusalem,F2MKLJFUX6NM7AFK
PT,Europe/Lisbon,J4YWXOAN5N6EJCJG
IL,Asia/Jerusalem,ZKNJQEUSEEGNHAZN
IL,Asia/Jerusalem,VA7N2062ICMHAIOE
IL,Asia/Jerusalem,KWDD0WL9CRWOZA1C
CA,America/Toronto,7ENIGN5LWRMAF5FT
NL,Europe/Amsterdam,RH33JNTE999L5328
LV,Europe/Riga,YH160TGJ88SCNS8H
IL,Asia/Jerusalem,85O0X6ZYR36WEYHF
IL,Asia/Jerusalem,7TH16HKU94GYRH6P
GB,Europe/London,JVMMEQCH32HN5HRI
IL,Asia/Jerusalem,DHXW8F216U7VC0EZ
IL,Asia/Jerusalem,U5XARXLI7DDQTT7M
IL,Asia/Jerusalem,NWICOCATHHKOQAEU
IT,Europe/Rome,B7P71G3BLCEP5U3Y
IL,Asia/Jerusalem,U6HUOZOJN868MFMJ
FR,Europe/Paris,6QZJ1BH5MGHNO3P3
IL,Asia/Jerusalem,BHWBHOC1PN9SEJRR
IL,Asia/Jerusalem,B431O893FY4L8XH3
IL,Asia/Jerusalem,Y8GLDM5ZDJUGZ7XC
IL,Asia/Jerusalem,P6T4RN0827UKDJRX
FR,Europe/Paris,PK0AC6X8115SGEAC
DE,Europe/Berlin,7S8W4AJV6DDLMHRR
IL,Asia/Jerusalem,8KARY679OA31LLF8
IL,Asia/Jerusalem,I6MEH5B2AKYQ9IWH
IL,Asia/Jerusalem,AC1HKZ3GOMQ5CSCL
AT,Europe/Vienna,UN9ZKD66D0VYAUWP
IL,Asia/Jerusalem,9JUV5F70POA9CS7F
AT,Europe/Vienna,CVGUCAAG9I2HHZQI
US,America/Boise,M72ZJ7FLJ2LSK2LV
IL,Asia/Jerusalem,QHXBPAWXDH2DB50C
CN,Asia/Shanghai,HGUM1SVF68H6X2QM
CN,Asia/Shanghai,OB79J2LSZAWRWVKF
IL,Asia/Jerusalem,H8JXO6GFA58TUNT1
IL,Asia/Jerusalem,L7210BW1LNBV1QNO
IL,Asia/Jerusalem,2S8AW0876R7ASPD6
IL,Asia/Jerusalem,FWW9TZMULVJW0KO8
IL,Asia/Jerusalem,51YAOZEE477WCS4A
BE,Europe/Brussels,PL32HJ7STRIPSA3E
IL,Asia/Jerusalem,X109M8QHOH3N3V8N
IL,Asia/Jerusalem,RRUXIB9NC622X4IO
IL,Asia/Jerusalem,FQH6R4BBH4M54E9W
FR,Europe/Paris,CGEHHH5J4UNPBSES
IL,Asia/Jerusalem,1YVTCI3IXYDN9OCV
IL,Asia/Jerusalem,BOITZAKXO0VSEB8T
IL,Asia/Jerusalem,YEC6DPLCCM1OXN8P
IL,Asia/Jerusalem,AIY6W1M55MBCOZB7
IL,Asia/Jerusalem,1C1YWG194EE4S5K7
IL,Asia/Jerusalem,4NP0IL89P6GGWWU4
CZ,Europe/Prague,5SA363AQLFWHIQ5I
IL,Asia/Jerusalem,RWNNY2C1CQLMU8CI
IL,Asia/Jerusalem,CLN8JFWK9SYE8YU4
IL,Asia/Jerusalem,IQ20WILZ4UNYQZKZ
FR,Europe/Paris,FUSKJROSK6T1WWY7
IL,Asia/Jerusalem,L2TJEG9MZ30F3P43
IL,Asia/Jerusalem,GK0LXRWTI8AUIE3Q
IL,Asia/Jerusalem,DB3UASNU375GWSS5
IL,Asia/Jerusalem,369QQRXBHG96PPQI
FR,Europe/Paris,QC8LD321AHIZ06OD
CN,Asia/Shanghai,G3A7K5YWNOJRPN2F
IL,Asia/Jerusalem,18F60Y0TZKM2DU9S
IL,Asia/Jerusalem,EUZQS2AU4MDT67IF
IL,Asia/Jerusalem,QYSIDMC5VLC5HT65
IL,Asia/Jerusalem,CJFKFS0TDNLNZK7S
IL,Asia/Jerusalem,0ADBTZK4BVSH1MSP
CZ,Europe/Prague,SB0E7X1LY7UU6680
IL,Asia/Jerusalem,T3DDJFA9G1LFT4WI
CN,Asia/Shanghai,PNZC3C16YI2TIO0D
HR,Europe/Zagreb,JOGT91DAF336GQY4
JP,Asia/Tokyo,WR592Y1P5S4NIK4O
IL,Asia/Jerusalem,2V1Q09WF3J6232BX
FR,Europe/Paris,7EAP16LKYQU4L02Z
CA,America/Toronto,HF1P10YDN6HR1BR8
IL,Asia/Jerusalem,P95K9OJRLMYB4LA3
AT,Europe/Vienna,0C9WZEUPIL357YKQ
BE,Europe/Brussels,Q2PZP2KRPQ4RBH05
DK,Europe/Copenhagen,UR8NHTVC797WCZV4
IL,Asia/Jerusalem,24NG4DVPTD9XQIZX
IL,Asia/Jerusalem,EH4UC1PV9Y0UEEIR
IL,Asia/Jerusalem,JQ6WAMBH7MIE7BYM
IL,Asia/Jerusalem,GT3RKV6I9GA47DQA
AT,Europe/Vienna,TPFZ0YB5LTCWTGBL
IL,Asia/Jerusalem,MT6VO3QRGQHC7BDP
IL,Asia/Jerusalem,YYVTTRQ7AP3774V0
JP,Asia/Tokyo,PKT6LJQJ4371N9N6
CN,Asia/Shanghai,SY7FT9OJ19N9GBFO
GB,Europe/London,A9QNRAJ6CFEL78U6
IL,Asia/Jerusalem,KFNW4DW3U8QZ98I1
IL,Asia/Jerusalem,4ESF748HOR2ZH8EK
IL,Asia/Jerusalem,O59TF866UXUJ6J9N
IL,Asia/Jerusalem,UIVU9JJ3P2AUQ1XL
IL,Asia/Jerusalem,BJ0Q16JFQQHABJOW
IL,Asia/Jerusalem,EKEX2AWJZXEN5AQB
IL,Asia/Jerusalem,W24ABF74GZIBL5TN
JP,Asia/Tokyo,AEKET7KFH6XCI4Y1
IL,Asia/Jerusalem,XH8IHDSTNBT3YUN0
TW,Asia/Taipei,6GZ5MKJNAJ47R4F1
CN,Asia/Shanghai,86URM956S9E8LIC2
CN,Asia/Shanghai,5JLUQOGEAXROE3ZD
CA,America/Toronto,BIXW6IOLC4CQLDYI
IL,Asia/Jerusalem,0D4M1MBECDOSPJQH
IL,Asia/Jerusalem,5TX9T1IQTMVD04CC
IL,Asia/Jerusalem,GXGAK9K056G7SBTI
IL,Asia/Jerusalem,DT7GZPJ1LDSKP5FT
IT,Europe/Rome,RAC3KJK8YJFSZX7X
CN,Asia/Shanghai,USJ6VVI1S63C3IM7
IL,Asia/Jerusalem,R57WQTOEOUZXZEHG
IL,Asia/Jerusalem,QPG4OUTKDYYUFPZM
IL,Asia/Jerusalem,1O2ZLECGWOZM5ELL
CA,America/Toronto,JAKLCVVWIFK5XE4X
IL,Asia/Jerusalem,YMN0H650SY9JW5U1
ZA,Africa/Johannesburg,CCGBWCY4ZAQLS1OU
IL,Asia/Jerusalem,M3TUDB3Q0BS26DVI
IL,Asia/Jerusalem,FI9093C9UYZTS8WO
JP,Asia/Tokyo,MJ7YURU41ATSB57V
IL,Asia/Jerusalem,3BW6T730S041WLJO
IL,Asia/Jerusalem,9OL4BTUDDUEFDD0S
IL,Asia/Jerusalem,4P8R9X677TMYBT8J
IL,Asia/Jerusalem,NGO8E3GZT1998EI3
HR,Europe/Zagreb,68B6DVJRKE9CL2NI
IL,Asia/Jerusalem,XXH07135Y12JL1IY
CZ,Europe/Prague,YKWNYODWCHNRGTWE
JP,Asia/Tokyo,1A3F6UY6EEKOBU4B
NO,Europe/Oslo,YJ2AQSSPCJNHJHTL
BE,Europe/Brussels,R43RMLS9RK78BQZF
IL,Asia/Jerusalem,WS6ZCRZYTNZNJE9I
CN,Asia/Shanghai,4JPDOPPCP8JKUBE6
DE,Europe/Berlin,LX2FYUNFUFR1Z81W
IL,Asia/Jerusalem,TMG3BA13VPCFWJNK
IL,Asia/Jerusalem,2AY26EB1JZW0NH0E
CN,Asia/Shanghai,0YYTN39RBXVM0U7D
CZ,Europe/Prague,YLZYQMOWSLN76C1R
SK,Europe/Bratislava,99THOMFEMBAUTT9V
US,America/Boise,PEG9M3QBQVCXL2OB
IL,Asia/Jerusalem,639FRKBA2SWIBP44
IL,Asia/Jerusalem,ACIFZVCG2SDCSP3O
IL,Asia/Jerusalem,USOWFZ27MROIJM4V
IL,Asia/Jerusalem,CI35B4DL148DVZNO
IL,Asia/Jerusalem,QP7GUBAOXULU5GH4
IL,Asia/Jerusalem,TEIWZF30V0K89ZQM
FI,Europe/Helsinki,4J47PHJ0JYWK8KPZ
IL,Asia/Jerusalem,0XPP7CMT0WPCG8CE
CN,Asia/Shanghai,40TZA7RYW9CHI8JB
IL,Asia/Jerusalem,D7J4JDWM3SEYSK7X
TW,Asia/Taipei,7WITSA3G1UJ7EBLZ
IL,Asia/Jerusalem,BW2M029ALS3W27DL
CN,Asia/Shanghai,RVHL33K98FJ4T05F
IL,Asia/Jerusalem,V1T13Y6UH15DML5F
CN,Asia/Shanghai,874L8LZBAV33WZZU
IL,Asia/Jerusalem,0QZ0FJONGEZTBK7D
IL,Asia/Jerusalem,0Q2SSGGJEN6O6PGV
IL,Asia/Jerusalem,M7OUUYPB0T9JVRP4
IL,Asia/Jerusalem,XJJ5QBPM9FIB9YPL
DE,Europe/Berlin,EY4ET2WA33ODRLIZ
IL,Asia/Jerusalem,CQQ9XTNNIFGBR5T9
IL,Asia/Jerusalem,7CEKPI8EQC5OLXU1
IL,Asia/Jerusalem,E2OEN6OSJ597S10A
AT,Europe/Vienna,FHFAPNBEU0GJRMMN
IL,Asia/Jerusalem,5YMKPTH9XLTNG6XX
IL,Asia/Jerusalem,5V3TIFX0ZA9YDU4Q
IL,Asia/Jerusalem,1GY8RA9F9TK9NMST
US,America/Boise,C33MZFEIFY2WSBT5
CA,America/Vancouver,5VQ2FEX70DRMIVVW
AU,Australia/Melbourne,IZNWMG1S5TJW6K3M
IL,Asia/Jerusalem,5SSUNQF57300GZOE
AU,Australia/Melbourne,DJDK3NTYJD8UFWL7
JP,Asia/Tokyo,D1UYATDAUSX0Z4BB
IL,Asia/Jerusalem,43ITKIATQGACH2YD
IL,Asia/Jerusalem,J9C3JJXK6FNES00K
IT,Europe/Rome,9H958XG3N3EHVEXH
IL,Asia/Jerusalem,KLIWD40LGPD7JHQU
IL,Asia/Jerusalem,DB48TZ1U7SMD7R3U
IL,Asia/Jerusalem,B7DVHXBGCC260WJC
CN,Asia/Shanghai,WL5PACPIV3Y57Q2T
IL,Asia/Jerusalem,C6JSO01FZRRLUHLH
IL,Asia/Jerusalem,9V2SL4BPLBCQQPMK
IL,Asia/Jerusalem,TUV0N52TRG82GOJF
IT,Europe/Rome,1CYEY0C4VQ2BQJXZ
IL,Asia/Jerusalem,IN72T0HZ3IBCW8EA
IL,Asia/Jerusalem,ALUXJ9K00GE8KQ2X
FR,Europe/Paris,RTRZVL406MZB3Z6O
IL,Asia/Jerusalem,HW61KPZWJX46OYHN
